budget_normalized,urgency_score,engagement_score,property_match_score,response_time_score,communication_quality_score,location_preference_match,lead_score_target,tier
0.3941,79.5795,79.2512,62.2209,34.3689,12.0347,0.3217,56.75,WARM
0.4166,44.1216,33.1894,65.9512,71.5093,49.397,0.0611,43.62,COLD
0.0017,21.1194,59.857,51.0425,88.2743,55.4597,0.7629,37.08,COLD
0.1121,18.896,36.2123,38.3748,17.0782,53.6514,0.0286,34.21,COLD
0.8628,85.6496,6.0615,57.6198,20.5639,75.7891,0.446,60.91,WARM
0.0012,51.0756,0.8462,64.3386,58.0959,60.9607,0.9476,31.16,COLD
0.5082,9.0137,9.4862,80.3482,84.3825,7.7129,0.4402,32.54,COLD
0.4895,71.7019,9.841,79.2751,7.895,17.9852,0.9119,39.46,COLD
0.3331,25.0171,61.089,66.4801,85.0881,53.2239,0.409,49.38,COLD
0.4313,87.6395,52.5865,89.4233,34.3121,69.4548,0.3467,64.0,WARM
0.7806,30.9572,45.5463,83.8025,40.6227,51.4175,0.1074,59.42,WARM
0.8412,20.0271,69.1921,13.3246,33.9861,35.5508,0.3581,49.77,COLD
0.2603,8.4858,1.6826,95.6679,91.148,5.1135,0.337,30.67,COLD
0.3225,51.1531,27.0983,89.1742,13.0794,78.5881,0.8466,43.7,COLD
0.2425,45.0738,77.7393,32.0927,57.4274,49.7194,0.9199,56.39,WARM
0.4799,75.1312,90.9977,2.0184,14.8108,53.8789,0.0219,49.61,COLD
0.6833,46.4603,43.8337,60.3976,92.8595,46.8958,0.0983,51.72,WARM
0.2283,34.3816,8.1484,43.8418,79.7931,26.5345,0.6432,23.23,COLD
0.3307,26.1655,79.8729,74.9567,23.3819,27.6373,0.4847,44.06,COLD
0.9304,27.8147,88.517,52.46,29.7778,6.3501,0.2969,62.71,WARM
0.0486,92.7848,41.366,7.649,38.1515,70.7599,0.2599,37.2,COLD
0.4608,16.5079,24.3355,24.4687,40.5418,27.1873,0.2247,37.52,COLD
0.7116,98.8176,4.3972,88.2524,81.7343,29.8561,0.5255,62.79,WARM
0.1505,32.6919,59.1083,3.769,56.4533,99.35,0.0175,43.81,COLD
0.0474,8.839,90.9869,73.667,42.7949,38.5813,0.7389,36.55,COLD
0.1382,24.869,67.7888,29.1944,71.9445,51.0697,0.3004,34.96,COLD
0.9188,5.8414,31.7249,45.264,45.7865,38.6473,0.4268,46.17,COLD
0.0093,79.003,64.2888,53.1005,12.824,29.0191,0.5271,43.45,COLD
0.1883,51.2553,83.2068,25.0081,10.7489,0.5851,0.2114,35.59,COLD
0.0313,33.6987,47.583,65.196,32.5957,85.4886,0.8837,40.09,COLD
0.1106,66.205,81.9748,69.3442,60.287,47.3154,0.6821,56.51,WARM
0.6201,63.0647,39.191,8.5059,13.4841,71.989,0.8703,38.68,COLD
0.2416,93.9872,34.8506,37.3927,55.0134,95.8657,0.4755,50.8,WARM
0.5692,96.1261,58.2989,74.4377,26.961,0.2831,0.4325,56.41,WARM
0.5902,68.0684,46.4686,72.1638,69.5413,67.504,0.2371,59.84,WARM
0.8494,81.7816,97.7112,54.4603,2.8263,11.8641,0.5448,68.81,WARM
0.0047,79.2425,51.6389,77.7675,46.9023,45.7965,0.5932,44.71,COLD
0.8534,49.1304,38.5172,10.7645,5.2264,84.6782,0.4199,39.44,COLD
0.6191,70.4458,39.4934,11.8211,33.0508,7.1496,0.1454,42.08,COLD
0.1627,7.8259,54.794,65.7489,1.5575,98.9613,0.2731,31.18,COLD
0.7729,75.8021,35.4912,69.3334,46.9099,58.0836,0.0143,64.96,WARM
0.8555,96.1833,72.2907,81.4527,76.7016,39.4993,0.3191,82.95,HOT
0.2543,8.4975,38.0663,18.1037,10.022,1.951,0.5808,8.71,COLD
0.9188,83.6116,38.4144,51.6772,73.5223,58.6823,0.9557,64.48,WARM
0.4545,93.298,61.6973,66.0831,58.4195,49.489,0.1779,64.83,WARM
0.6034,22.6189,6.0847,22.37,50.4605,21.5317,0.0555,24.34,COLD
0.9846,52.4811,65.5355,51.6928,59.9483,49.0448,0.2963,70.79,WARM
0.3615,92.7858,50.4972,63.8445,33.5897,1.2789,0.1568,56.01,WARM
0.8132,96.0226,45.3026,21.445,71.034,99.9478,0.6955,68.1,WARM
0.3184,12.7882,71.9253,37.5563,77.9666,33.2114,0.0057,37.78,COLD
0.7992,34.9004,75.8256,21.6339,77.8224,48.0222,0.9809,46.4,COLD
0.6007,69.8145,84.6261,90.2943,26.946,78.4778,0.8557,74.06,WARM
0.2164,22.1558,37.4803,23.6799,65.3907,71.2778,0.4907,44.57,COLD
0.414,32.4771,32.7038,12.0835,14.8096,88.8559,0.9209,44.54,COLD
0.3176,2.3291,71.4342,3.5155,49.542,94.1326,0.6281,36.61,COLD
0.0781,15.3522,58.1805,4.4953,0.2629,18.9178,0.9938,13.79,COLD
0.0298,56.2329,63.1802,19.1586,19.3587,39.04,0.2783,37.53,COLD
0.3465,65.309,55.5523,60.8209,63.1734,68.6817,0.9969,54.51,WARM
0.019,64.8912,77.2693,1.765,87.4362,4.5024,0.1802,40.76,COLD
0.1655,77.836,19.0041,28.6744,4.9028,71.6945,0.3534,36.98,COLD
0.7252,41.5281,55.5712,5.8167,55.8553,0.4883,0.9353,44.52,COLD
0.7081,27.3491,15.8102,40.3659,63.6775,91.4088,0.3705,53.04,WARM
0.7386,1.5581,40.7252,4.8577,93.2391,71.8169,0.2098,49.48,COLD
0.3172,20.663,66.3994,60.7542,65.5144,56.5499,0.0595,44.05,COLD
0.89,31.2388,49.3072,68.8424,10.3033,42.8901,0.149,49.39,COLD
0.5938,17.8207,37.9592,73.1338,14.6744,98.8025,0.3552,35.82,COLD
0.126,2.0144,88.497,22.4343,63.5764,73.6512,0.4212,36.61,COLD
0.1437,15.7448,77.2826,86.85,21.562,80.7293,0.5425,39.99,COLD
0.6931,66.61,52.6291,69.0288,92.8305,82.5385,0.8136,71.16,WARM
0.1729,62.9585,95.0053,5.665,92.0687,2.1875,0.0134,44.51,COLD
0.5073,93.5684,42.4365,44.0767,94.8656,5.4684,0.8411,55.39,WARM
0.9918,79.8168,78.8073,76.7756,29.2953,19.8365,0.5772,77.01,HOT
0.004,56.7756,16.7936,31.0894,71.695,65.5218,0.7565,35.19,COLD
0.0166,13.7556,28.5792,38.1559,66.3014,62.3949,0.757,26.89,COLD
0.9931,56.4072,33.8086,62.9604,3.5604,32.5164,0.9032,64.35,WARM
0.5846,6.1595,10.5821,5.5481,26.5565,97.2999,0.0934,34.87,COLD
0.1269,43.0885,50.1805,96.6935,20.6767,9.3107,0.5715,37.25,COLD
0.8973,39.0259,19.226,17.4481,37.0809,77.672,0.909,46.32,COLD
0.8804,42.7814,63.4186,2.6672,95.3054,48.0877,0.7192,61.93,WARM
0.5362,27.9826,19.0092,0.5323,84.5602,41.8834,0.0966,36.54,COLD
0.6218,68.583,12.3506,39.9554,29.3425,2.5565,0.614,35.31,COLD
0.2732,84.0944,96.9087,88.4253,53.0032,72.78,0.7999,73.35,WARM
0.0505,76.8517,65.824,81.9762,19.2266,77.1576,0.2749,58.02,WARM
0.5946,62.7752,93.6451,91.2046,27.7434,31.8957,0.6325,71.7,WARM
0.2948,53.8345,48.9888,53.3782,6.5003,51.6963,0.8404,49.47,COLD
0.6636,3.1084,3.3402,44.8746,64.2607,60.6442,0.5239,47.45,COLD
0.8362,72.2934,57.4371,38.5861,65.6921,36.7645,0.1942,71.54,WARM
0.0182,54.4983,55.8329,4.6418,83.8502,61.5582,0.5497,39.46,COLD
0.5957,27.0741,1.4976,90.9521,87.1552,43.4127,0.588,46.26,COLD
0.2313,32.7842,86.1242,49.6176,16.0059,87.807,0.4029,38.24,COLD
0.8739,93.5607,61.9971,45.5067,74.3041,71.8513,0.6796,74.45,WARM
0.2537,62.4362,74.4691,51.5167,13.4708,11.05,0.4333,46.5,COLD
0.6108,47.5912,49.3921,79.4155,37.3715,79.9603,0.8774,58.53,WARM
0.5535,62.0922,61.8402,22.4471,51.5537,33.7506,0.7916,41.08,COLD
0.3962,41.3742,25.747,70.9901,4.947,93.5568,0.8048,42.39,COLD
0.6776,47.0182,97.3758,71.077,15.6764,60.3371,0.5261,67.31,WARM
0.7258,29.0309,40.072,84.9553,27.1116,2.7578,0.1963,42.57,COLD
0.5669,43.9853,16.2327,0.8684,12.7542,73.4363,0.7244,35.79,COLD
0.7584,68.5592,5.5915,17.0396,93.4096,13.0734,0.0689,49.15,COLD
0.9834,3.9942,63.6172,47.1047,28.8319,87.7267,0.5176,62.42,WARM
0.4193,79.5027,98.338,85.054,50.1172,94.833,0.053,81.87,HOT
0.5146,28.298,89.5794,96.5117,99.6534,69.5256,0.5284,65.95,WARM
0.0125,68.256,70.2105,59.4869,56.6643,53.2873,0.6859,48.84,COLD
0.796,64.2725,99.0598,21.2134,41.1496,60.2063,0.4192,66.96,WARM
0.5202,65.2628,72.2828,18.4585,92.9792,42.8855,0.4169,60.12,WARM
0.408,60.8129,33.9251,63.9444,22.2498,8.3583,0.1228,44.49,COLD
0.0941,95.9102,60.1218,21.0069,17.9501,92.8843,0.3018,54.92,WARM
0.8897,50.8344,7.9767,55.3087,53.5364,32.9187,0.4443,39.29,COLD
0.395,73.2319,22.1682,83.4812,42.7302,31.2848,0.8636,50.97,WARM
0.6826,70.5449,41.754,38.982,79.6986,19.1325,0.898,57.69,WARM
0.1494,23.6268,20.1818,37.8472,4.201,99.2408,0.9536,27.34,COLD
0.9615,28.3306,95.3501,3.614,61.7726,94.2564,0.1003,53.6,WARM
0.1784,42.4017,99.5598,25.4085,71.0679,34.9432,0.2962,46.96,COLD
0.1995,27.7698,37.0936,69.8191,97.1917,26.0005,0.4629,37.2,COLD
0.859,36.6743,70.9229,36.0391,14.5763,80.537,0.6417,66.3,WARM
0.9126,39.0961,40.7771,15.8299,24.6243,42.261,0.7028,49.73,COLD
0.2121,60.3865,13.9509,10.5768,93.2443,96.7788,0.786,36.78,COLD
0.4698,21.989,33.6927,9.5053,63.0629,90.1217,0.4959,29.36,COLD
0.7335,80.4292,23.3372,65.9133,3.8049,75.9451,0.5566,59.91,WARM
0.8784,43.7536,32.8078,61.2621,7.7344,8.9924,0.9606,51.61,WARM
0.3791,70.6244,21.5022,51.8521,78.5441,70.2128,0.24,49.48,COLD
0.517,8.1442,11.2345,50.0326,56.7474,98.7254,0.8038,42.87,COLD
0.7417,46.9965,21.7428,15.3137,56.5415,37.3293,0.7118,42.23,COLD
0.7311,2.822,90.5757,50.0604,87.9866,88.1569,0.1401,67.42,WARM
0.783,67.591,8.5222,5.9938,24.1098,40.8142,0.9265,47.15,COLD
0.5699,34.371,32.4757,92.5858,16.0431,97.1324,0.8554,44.63,COLD
0.1046,94.9253,52.845,5.8028,61.3806,65.3591,0.7795,38.74,COLD
0.904,32.4124,35.4513,42.353,88.2423,9.65,0.1268,62.47,WARM
0.8656,56.3806,51.7607,0.0571,26.5251,47.9046,0.1397,55.38,WARM
0.7981,25.7388,4.342,78.615,68.1294,4.9729,0.6832,38.76,COLD
0.0999,62.0113,64.857,16.617,15.2379,39.5076,0.1073,27.99,COLD
0.2044,46.7042,56.3479,92.4916,17.1909,91.5381,0.1133,51.51,WARM
0.7436,37.0628,68.0966,4.3978,90.151,23.2202,0.4003,45.91,COLD
0.0231,20.3689,56.7258,82.0787,11.7965,95.0568,0.0054,37.41,COLD
0.9792,11.1521,43.7904,65.6638,2.4346,9.9923,0.7215,46.32,COLD
0.3771,11.9879,35.0142,24.9736,77.494,66.4812,0.5402,36.52,COLD
0.7193,99.904,22.6435,20.242,36.251,96.5686,0.0782,64.44,WARM
0.8876,41.2311,50.0068,35.7678,39.6659,65.4154,0.5436,65.48,WARM
0.3946,0.193,2.6052,82.8403,79.9858,89.9004,0.0541,37.45,COLD
0.3191,95.2929,32.8241,86.1957,17.9936,99.103,0.0707,52.59,WARM
0.6087,1.998,67.7872,17.5285,65.0327,64.1843,0.4855,46.67,COLD
0.581,41.8586,10.8717,35.3448,31.3528,78.2264,0.4998,49.49,COLD
0.4091,71.7478,6.2891,23.7491,10.4268,3.1985,0.339,28.74,COLD
0.6018,91.4599,65.2179,12.2643,68.7496,42.731,0.6218,63.62,WARM
0.9354,71.2886,39.7775,64.6449,31.8664,28.8265,0.3874,57.18,WARM
0.4676,46.3626,80.1825,34.5871,86.6604,82.4185,0.587,59.2,WARM
0.1967,97.4442,93.7311,22.5384,91.9036,67.7578,0.3498,56.69,WARM
0.3772,3.9319,95.704,86.5998,84.9052,61.4414,0.715,57.04,WARM
0.3941,98.6892,42.5593,74.8318,32.2352,93.1559,0.5793,61.28,WARM
0.1311,84.9392,26.4327,77.3761,23.6583,8.8868,0.16,43.45,COLD
0.1629,92.893,60.8614,3.9196,89.2801,95.3841,0.6863,62.77,WARM
0.6846,25.4772,62.8193,91.513,45.2947,10.0765,0.7839,52.09,WARM
0.3395,14.2458,62.2345,57.4738,70.774,34.7018,0.0659,32.95,COLD
0.9549,66.3315,32.1779,50.3803,82.7164,63.0274,0.61,64.7,WARM
0.2436,51.5859,6.3752,1.0585,27.7687,34.1476,0.7904,25.53,COLD
0.0989,52.3168,21.0005,89.7662,11.9097,68.2536,0.1147,39.63,COLD
0.7535,92.4619,15.4419,54.389,62.4828,77.5419,0.9017,61.79,WARM
0.881,62.0081,12.39,82.5153,59.0192,82.8506,0.4148,70.91,WARM
0.2781,31.1064,92.6283,65.5511,27.02,17.9344,0.7378,46.71,COLD
0.2021,40.0067,1.3848,79.6694,58.4707,18.2077,0.899,32.42,COLD
0.1858,13.3496,60.1858,69.2932,79.0357,5.2314,0.9896,34.28,COLD
0.522,19.2314,94.7474,92.0964,35.0011,49.0852,0.5839,49.34,COLD
0.4684,14.335,36.0053,22.5484,24.2318,13.7534,0.7043,30.61,COLD
0.2594,81.0291,52.7098,20.21,72.5001,31.8597,0.2517,47.93,COLD
0.0452,70.4873,69.5784,71.2542,78.5872,84.0434,0.29,50.8,WARM
0.4815,53.0345,31.717,50.1395,95.4289,94.8659,0.8508,55.32,WARM
0.9593,37.4368,47.7652,59.9161,14.7586,82.2076,0.3982,58.99,WARM
0.6525,66.8494,81.7103,70.8542,88.9264,0.0648,0.8224,62.43,WARM
0.4955,81.2905,74.5356,54.7428,76.5099,56.8024,0.0506,61.13,WARM
0.1107,88.1233,80.8449,78.7693,70.19,16.666,0.2183,59.09,WARM
0.2524,54.7016,98.734,31.8867,31.3054,37.5747,0.1701,47.54,COLD
0.2948,81.9885,37.0327,85.899,2.2193,42.7919,0.5271,45.6,COLD
0.7648,51.1306,74.7091,10.7676,50.755,94.2941,0.0805,56.1,WARM
0.8767,47.453,60.2785,63.4004,28.5769,63.3739,0.3439,61.52,WARM
0.9016,86.5432,66.6605,89.0133,28.9821,26.7655,0.9862,76.73,HOT
0.9846,38.6374,73.9874,25.2694,92.7139,64.2795,0.7942,67.66,WARM
0.9824,39.5913,74.9731,32.6835,15.2969,95.1865,0.7606,62.24,WARM
0.953,30.4911,88.5745,30.5442,93.4232,5.9159,0.1351,63.7,WARM
0.0718,51.8702,34.9322,56.4264,50.3807,81.5988,0.3646,47.64,COLD
0.1378,54.485,65.3481,41.2872,83.8279,21.6898,0.6806,46.61,COLD
0.3045,66.0461,28.029,10.7959,28.3588,15.3108,0.0216,33.71,COLD
0.5529,43.0502,59.4569,89.1287,63.3921,89.8867,0.434,66.21,WARM
0.097,21.7837,75.1175,20.4677,55.6588,0.1849,0.9286,29.67,COLD
0.8458,86.6842,79.1001,53.408,92.4166,74.1086,0.0823,79.89,HOT
0.6168,34.6001,42.0125,59.4805,17.9298,8.7228,0.9063,39.88,COLD
0.5424,92.2943,50.872,4.0752,20.457,61.7995,0.1945,43.28,COLD
0.1653,20.7353,33.385,9.5712,94.8964,62.0897,0.1891,33.81,COLD
0.2533,56.0057,16.9036,97.169,9.7965,86.2776,0.1954,46.83,COLD
0.1603,53.6615,26.0517,66.4512,63.4682,82.2606,0.9313,43.05,COLD
0.8519,82.8648,91.2137,3.3565,6.0564,68.5164,0.6037,69.25,WARM
0.5842,13.8851,30.897,79.4199,7.6991,38.0548,0.7508,36.44,COLD
0.7351,90.9937,97.4759,50.8543,59.7149,16.6406,0.3664,62.48,WARM
0.296,53.1428,24.1478,7.52,55.1368,63.5683,0.8733,32.37,COLD
0.3713,58.6109,72.3071,68.0752,57.3026,49.697,0.5819,48.67,COLD
0.4049,51.0166,57.3903,49.9352,47.3652,7.7942,0.5998,46.5,COLD
0.76,3.6025,69.687,20.492,74.2359,95.5562,0.7523,49.95,COLD
0.7724,49.7091,64.3958,87.7702,99.2189,31.442,0.7736,73.28,WARM
0.2068,26.355,70.6749,29.138,27.5781,0.2141,0.6819,36.55,COLD
0.9415,34.2688,90.5547,28.4557,32.344,90.169,0.1189,60.4,WARM
0.1207,64.9102,56.3469,27.2774,32.305,57.7051,0.8667,36.32,COLD
0.8961,49.7697,6.7849,76.7456,76.3269,73.3061,0.2609,62.86,WARM
0.1004,9.3218,27.0825,70.6119,34.8016,15.2666,0.9962,30.29,COLD
0.2645,7.3041,70.8219,90.3146,67.6737,40.4606,0.3855,36.54,COLD
0.8465,18.5658,49.4075,22.9339,44.5888,64.5061,0.12,50.51,WARM
0.1795,19.0885,54.8552,78.6365,60.7805,25.0965,0.3161,28.67,COLD
0.4136,60.8301,59.658,57.3046,82.9015,70.1499,0.5735,55.6,WARM
0.4499,17.7814,38.2629,30.868,51.4059,23.3615,0.3914,40.03,COLD
0.2453,88.1719,77.3896,3.5454,47.5173,20.9128,0.8287,61.67,WARM
0.7102,20.9761,72.3535,81.8948,26.6975,1.1625,0.6822,50.3,WARM
0.8513,9.1131,71.4299,24.1071,51.5905,28.1907,0.2135,42.75,COLD
0.8746,87.5746,71.531,63.1743,26.2412,24.6737,0.5389,65.69,WARM
0.3393,29.5328,89.0358,54.8868,84.357,76.4357,0.7875,56.84,WARM
0.5309,42.5423,59.5393,0.445,38.8864,56.971,0.8912,39.99,COLD
0.2484,95.9026,96.7072,99.4344,12.9108,17.7824,0.3949,58.09,WARM
0.2448,94.4369,11.9193,81.4329,23.9968,56.8127,0.9245,45.55,COLD
0.1613,71.4917,63.1959,48.6471,53.4581,22.5444,0.036,47.84,COLD
0.94,6.8939,71.6927,68.0341,91.6288,42.5502,0.6767,61.99,WARM
0.888,59.334,47.722,47.6594,30.0561,88.8208,0.782,58.24,WARM
0.7774,98.9078,28.8208,74.4586,26.4386,71.9256,0.4251,62.63,WARM
0.5177,94.6916,55.0037,13.4329,40.656,65.11,0.011,53.4,WARM
0.4906,10.6002,36.4748,44.6351,96.7754,28.1483,0.687,35.87,COLD
0.5297,39.5967,90.9124,33.5537,84.522,12.4582,0.3426,50.54,WARM
0.5366,31.5537,35.6792,45.9655,14.9668,75.2949,0.1518,46.0,COLD
0.4346,12.9728,17.5707,45.0473,61.3753,56.789,0.1571,34.39,COLD
0.1318,69.4798,57.6389,14.3094,79.1864,62.276,0.7692,36.24,COLD
0.1257,27.3848,39.5993,97.6489,76.801,97.5113,0.1874,53.74,WARM
0.9522,34.4866,9.5898,1.5492,48.8845,34.8321,0.4841,43.31,COLD
0.482,9.0359,56.4842,1.0073,73.1831,80.0748,0.9704,33.72,COLD
0.9532,49.7968,53.7846,37.3441,58.3587,55.8957,0.7588,59.75,WARM
0.1636,15.8168,17.3197,62.0376,20.1445,23.526,0.5472,20.43,COLD
0.5544,43.209,59.7638,17.9653,5.6054,5.2888,0.5283,41.62,COLD
0.2077,14.3342,56.7359,53.3194,36.95,61.6011,0.1673,35.4,COLD
0.2532,95.385,77.3613,72.2772,6.1939,29.7616,0.4464,54.95,WARM
0.0301,14.4983,36.157,9.4061,39.5013,69.5478,0.1449,22.25,COLD
0.119,52.1887,24.876,98.4422,82.8879,70.0727,0.0836,41.05,COLD
0.9168,19.698,95.122,33.6701,84.4294,45.546,0.1091,70.96,WARM
0.3215,7.6362,56.1218,64.2415,3.4074,53.6397,0.6066,39.44,COLD
0.6081,20.2309,2.714,11.072,6.9535,62.6547,0.1936,24.68,COLD
0.465,5.4774,82.0712,70.9486,66.9867,46.8605,0.1493,52.12,WARM
0.4005,13.9397,19.6758,84.0456,49.9999,87.7371,0.8671,47.99,COLD
0.5319,49.3484,78.6036,10.5285,14.9358,7.5935,0.122,43.0,COLD
0.1872,65.1816,70.5162,12.5863,80.553,97.9818,0.7056,59.35,WARM
0.9886,8.734,96.8814,28.1047,21.6496,3.3451,0.417,67.14,WARM
0.8183,44.1019,96.5579,1.1936,7.8149,20.8096,0.5791,51.0,WARM
0.7416,58.1247,27.4411,98.6051,74.9507,70.8308,0.0234,62.11,WARM
0.4688,23.4226,76.645,59.8384,60.8126,8.496,0.0,42.69,COLD
0.1529,37.2078,31.6855,60.7589,39.4443,26.2173,0.8172,22.21,COLD
0.9207,7.1835,62.9198,95.8962,69.2726,15.3977,0.4754,66.13,WARM
0.3414,22.0131,59.7746,83.2029,91.1381,72.3572,0.0713,51.95,WARM
0.0501,46.6753,5.4544,81.4243,3.4182,57.8933,0.3435,34.4,COLD
0.3424,99.0442,0.5182,33.9502,62.7679,6.4479,0.5064,45.87,COLD
0.7945,99.6265,5.7764,33.4863,21.8167,46.0134,0.1355,47.34,COLD
0.6227,97.9622,12.7942,29.1738,47.4138,20.8503,0.5463,44.27,COLD
0.7508,42.3086,25.7652,34.6696,42.3981,96.7699,0.5288,60.23,WARM
0.7936,8.068,90.6955,36.9509,38.998,10.7918,0.6028,49.76,COLD
0.212,32.3573,51.8633,14.0004,19.0356,59.8055,0.8103,28.83,COLD
0.9238,23.7714,79.6892,35.5948,80.265,48.1847,0.4128,56.75,WARM
0.438,1.4127,83.8312,44.6747,37.9521,57.8084,0.8886,43.57,COLD
0.639,9.5234,73.4943,30.9347,88.7196,95.6493,0.4747,63.2,WARM
0.0023,45.3192,39.1385,16.5347,35.4668,34.1282,0.4571,29.82,COLD
0.9934,33.9662,86.3859,37.341,83.9713,74.8766,0.6557,71.3,WARM
0.2809,18.0354,74.205,48.0908,54.4466,44.7466,0.6175,50.55,WARM
0.0621,71.61,74.3151,72.0728,38.5625,66.0762,0.0114,58.99,WARM
0.4583,35.7116,90.1574,71.1238,70.4032,36.5658,0.9824,59.67,WARM
0.129,85.1868,59.8663,20.2695,78.6655,22.7122,0.9427,59.3,WARM
0.1523,24.0977,52.8574,3.6655,48.2691,8.3616,0.2813,24.17,COLD
0.6323,53.8393,89.0163,30.38,42.542,10.1751,0.5586,59.7,WARM
0.3929,18.4139,45.4462,15.7136,57.7419,95.943,0.7705,38.36,COLD
0.9219,49.5301,81.1571,39.5788,58.5163,78.8457,0.9205,73.37,WARM
0.3192,15.2467,5.3846,97.9346,42.5479,24.4959,0.5859,32.26,COLD
0.7262,16.1579,0.129,18.1071,75.7663,52.9147,0.0189,39.3,COLD
0.4611,61.2223,52.8292,31.8874,39.9721,71.4233,0.6807,62.21,WARM
0.66,26.3786,7.3612,72.5114,45.2998,35.2538,0.0931,46.94,COLD
0.5997,17.2367,97.6543,50.9183,60.5318,43.9988,0.6712,58.45,WARM
0.4728,92.9768,0.5501,4.3928,98.6849,71.8382,0.5874,44.36,COLD
0.9501,4.3003,71.815,16.169,26.0686,22.7454,0.6407,47.22,COLD
0.3427,56.5148,24.3385,93.525,23.1953,52.6344,0.1893,41.31,COLD
0.1772,54.8264,96.7552,10.3165,17.6887,21.0088,0.4936,44.6,COLD
0.6781,25.0609,38.1542,63.5093,68.9444,0.3078,0.618,50.36,WARM
0.846,45.2772,2.7283,79.2326,44.9095,69.0264,0.3003,53.13,WARM
0.0403,8.7738,2.6936,26.5439,38.8606,70.7265,0.1816,26.56,COLD
0.4496,72.127,55.3373,72.5078,20.409,99.5723,0.2227,67.22,WARM
0.8925,22.1697,98.6712,16.9895,89.1138,18.1015,0.858,60.5,WARM
0.7496,19.3385,97.9774,28.475,44.3173,73.958,0.4645,61.13,WARM
0.9918,31.4878,33.7273,31.1822,60.7693,94.7967,0.6611,55.13,WARM
0.5314,90.237,48.2704,99.6435,11.253,64.458,0.5149,62.14,WARM
0.66,79.6467,10.0456,21.4572,10.7972,96.3141,0.8341,42.98,COLD
0.3025,94.6892,52.2177,12.9207,6.7355,99.4441,0.5085,47.11,COLD
0.9475,65.1962,59.9702,92.5691,36.7346,80.1624,0.0933,73.77,WARM
0.3663,66.2922,25.1062,16.1931,47.2887,99.9286,0.198,36.29,COLD
0.7385,48.0031,61.2114,87.928,24.4578,62.5824,0.0133,65.08,WARM
0.4031,90.5186,89.9693,65.0457,34.9678,49.7056,0.8315,69.51,WARM
0.5618,51.0877,0.0955,57.6861,0.626,91.7636,0.6633,42.13,COLD
0.7198,35.506,22.8934,75.1339,35.1088,83.0956,0.7592,39.28,COLD
0.5089,64.0375,20.992,72.5999,11.9171,11.0112,0.715,41.65,COLD
0.9071,54.6139,12.3886,11.0526,12.8384,30.2723,0.8245,35.08,COLD
0.4193,12.402,16.6101,99.9466,0.4506,26.0645,0.987,30.88,COLD
0.6471,39.2725,62.5913,94.189,69.6381,85.5262,0.6535,73.45,WARM
0.3424,31.3325,10.2694,89.6592,93.1284,23.3245,0.2523,29.8,COLD
0.4082,84.6834,73.8532,62.2289,62.1546,30.4045,0.1014,56.42,WARM
0.4401,37.8843,88.7023,52.2791,9.6202,51.8789,0.5897,54.46,WARM
0.1258,82.1555,92.6588,53.6279,98.9649,7.6119,0.7708,53.3,WARM
0.0917,44.239,66.0176,1.4937,97.5585,96.123,0.5616,40.04,COLD
0.6675,75.3501,19.7396,49.947,46.8235,49.1063,0.3036,62.95,WARM
0.6555,13.5282,8.5297,62.377,10.7869,19.0434,0.7197,35.03,COLD
0.6629,92.465,23.2025,65.8706,72.0739,27.0821,0.448,64.17,WARM
0.0198,48.056,96.1957,33.2139,96.1468,79.8084,0.2866,54.4,WARM
0.3265,25.9798,96.2345,47.1282,77.87,63.4006,0.8411,54.61,WARM
0.1978,24.149,38.1919,63.6311,62.4203,46.4626,0.5765,44.17,COLD
0.7782,26.5077,32.5792,42.8306,61.0832,33.1601,0.2834,56.65,WARM
0.8606,36.6724,51.0011,96.2135,97.7918,90.0684,0.3286,63.85,WARM
0.2467,71.752,29.1688,70.5442,7.3119,77.2565,0.5717,45.21,COLD
0.6678,94.9603,97.9662,0.1274,14.9556,71.8112,0.4229,63.76,WARM
0.1294,66.9037,22.1221,2.3279,83.0811,44.6001,0.1605,32.01,COLD
0.2752,54.7166,36.9143,69.03,14.5113,98.116,0.6105,51.73,WARM
0.1387,44.8598,42.9371,41.2645,38.3296,71.007,0.6891,39.43,COLD
0.2835,82.8194,12.5064,83.9471,28.1499,42.3625,0.0001,55.42,WARM
0.6747,84.9657,38.2825,17.3015,24.3445,96.0552,0.5369,61.65,WARM
0.9103,29.3038,85.6731,1.3827,2.5722,89.5725,0.5772,62.0,WARM
0.2025,95.342,14.0361,38.8082,56.6251,73.9965,0.3321,39.83,COLD
0.5421,39.5115,58.4022,73.6064,40.124,76.6996,0.3387,51.83,WARM
0.7014,80.0078,40.6637,97.1728,55.159,42.3627,0.3177,62.38,WARM
0.9529,96.682,17.0537,88.3654,30.4508,50.7351,0.4453,74.56,WARM
0.6101,70.3658,1.2336,48.4075,94.1461,19.1547,0.8119,43.33,COLD
0.2551,16.1551,27.3343,81.2817,59.1347,59.5396,0.469,34.45,COLD
0.6255,58.6137,6.1829,7.033,96.1207,36.9917,0.9936,37.36,COLD
0.3205,11.8777,37.6768,57.2272,35.0006,34.7438,0.3762,47.25,COLD
0.9761,78.9142,81.021,92.4298,0.229,94.8228,0.6993,79.05,HOT
0.3997,28.1315,71.9685,39.6385,78.1266,16.4783,0.549,48.07,COLD
0.6854,69.5215,94.7384,96.0101,82.7379,82.9974,0.7623,75.26,HOT
